Timestamp,Which of the following best describe(s) how you think of yourself? (Please note that this survey is intended for people who are not just men all the time or just women all the time.),"In a magical world where all title fields on forms were optional and write-your-own, what would you want yours to be?","Supposing all pronouns were accepted by everyone without question and were easy to learn, which pronouns are you happy for people to use for you?",Feedback
09/02/2015 16:26:00,"Neutrois, Nonbinary, gendergas",Mx,one/one's,
09/02/2015 16:26:53,"Androgyne, Nonbinary",No title at all,They/them (singular they),
09/02/2015 16:29:03,nothing,No title at all,They/them (singular they),
09/02/2015 16:29:51,"Genderqueer, Nonbinary",No title at all,he/she,
09/02/2015 16:30:01,Trans*,No title at all,Questioning or unknown,"I live my daily life in English, but English is not my mother tongue and I always wonder how to create platforms or surveys that include the variance in mother tongues too? Thanks for your survey."
09/02/2015 16:32:06,"Androgyne, Genderqueer, Nonbinary, Transgender",Mx,"Ey/em (Spivak), They/them (singular they)",
09/02/2015 16:34:18,Genderqueer,No title at all,They/them (singular they),
09/02/2015 16:34:37,"Agender, Androgyne, Fluid gender/genderfluid, Genderqueer, Nonbinary, Woman",Mx,Any,
09/02/2015 16:35:01,"Agender, Fluid gender/genderfluid, Nonbinary",No title at all,"She/her, They/them (singular they)",
09/02/2015 16:35:57,Agender,Misc,They/them (singular they),
09/02/2015 16:37:03,"Androgyne, Trans, Trans*",Mx,"She/her, They/them (singular they)",
09/02/2015 16:40:00,anything other than cisgender,Pr,They/them (singular they),
09/02/2015 16:43:50,Genderqueer,No title at all,Any,
09/02/2015 16:43:52,"Androgyne, Nonbinary, Trans*",Mx,They/them (singular they),
09/02/2015 16:44:12,"Genderqueer, Woman",No title at all,They/them (singular they),
09/02/2015 16:45:40,"Agender, Androgyne, Nonbinary, Trans",No title at all,"It/that, Questioning or unknown, They/them (singular they)",
09/02/2015 16:46:15,"Bigender, Nonbinary, Transgender",No title at all,"He/him, They/them (singular they)",
09/02/2015 16:46:25,"Genderqueer, Neutral, Nonbinary, Questioning or unknown, Woman",No title at all,"None/avoid pronouns, Questioning or unknown, She/her, They/them (singular they)",
09/02/2015 16:47:26,Nonbinary,No title at all,They/them (singular they),
09/02/2015 16:49:24,"Fluid gender/genderfluid, Genderqueer, Neutral, Nonbinary, Trans, Transgender",Mx,"Ey/em (Spivak), They/them (singular they)",
09/02/2015 16:50:05,Genderqueer,No title at all,"He/him, She/her, They/them (singular they)",
09/02/2015 16:50:43,Transgender,No title at all,None/avoid pronouns,
09/02/2015 16:50:46,"Genderqueer, Nonbinary, Trans*, Woman",No title at all,They/them (singular they),
09/02/2015 16:52:02,Genderqueer,No title at all,They/them (singular they),
09/02/2015 16:52:46,"Agender, Genderqueer, Trans",No title at all,"Ey/em (Spivak), They/them (singular they)",
09/02/2015 16:53:52,Agender,No title at all,They/them (singular they),
09/02/2015 16:54:13,"Genderqueer, Nonbinary, Trans, Transgender",Mx,"He/him, She/her, They/them (singular they)",
09/02/2015 16:54:16,Genderqueer,No title at all,"Any, None/avoid pronouns, Questioning or unknown",
09/02/2015 16:55:25,"Fluid gender/genderfluid, Genderqueer, Nonbinary, Trans*",No title at all,"Any, He/him, None/avoid pronouns, She/her, They/them (singular they)",
09/02/2015 16:55:50,"Agender, Neutrois",Mx,"None/avoid pronouns, They/them (singular they)",
09/02/2015 17:01:20,"Fluid gender/genderfluid, Genderqueer, Intergender, Nonbinary, Questioning or unknown, Trans, Trans*, Transgender, changeling, faggot, dyke, fagette, leather, boy, boi, sissy, butch, queer",No title at all,They/them (singular they),
09/02/2015 17:01:34,Genderqueer,No title at all,"He/him, They/them (singular they)",
09/02/2015 17:02:34,"Agender, Fluid gender/genderfluid, Neutral, Nonbinary",No title at all,"Any, Questioning or unknown, They/them (singular they)",
09/02/2015 17:03:20,"Agender, Nonbinary, Trans, Transgender",No title at all,They/them (singular they),
09/02/2015 17:04:18,"Fluid gender/genderfluid, Man, Woman",Mr,"He/him, She/her",
09/02/2015 17:06:48,Agender,No title at all,"Questioning or unknown, She/her, They/them (singular they)",
09/02/2015 17:07:08,"Transgender, Woman",Ms,She/her,
09/02/2015 17:10:25,"Fluid gender/genderfluid, Genderqueer, Man",No title at all,"He/him, She/her, They/them (singular they), Majestic Plural (the Royal ""we"")",I'm painfully American. I hope my participation hasn't damaged your results as an intrinsic result of my being a natural meddler.
09/02/2015 17:11:43,"Androgyne, Cisgender, Fluid gender/genderfluid, Genderqueer, Man, Woman",No title at all,Any,
09/02/2015 17:12:33,Nonbinary,Mx,They/them (singular they),
09/02/2015 17:13:17,"Genderqueer, Woman, Demigirl   *Primary label",Mx,She/her,
09/02/2015 17:14:35,"Agender, Androgyne, Nonbinary",Mx,They/them (singular they),
09/02/2015 17:15:10,Genderqueer,No title at all,They/them (singular they),
09/02/2015 17:15:13,"Genderqueer, Man, Transgender",Mr,He/him,
09/02/2015 17:15:21,"Bigender, Fluid gender/genderfluid, Genderqueer, Intergender, Man, Woman",No title at all,They/them (singular they),
09/02/2015 17:16:14,"Agender, Fluid gender/genderfluid, Genderqueer, Neutrois, Nonbinary, Third Gender, Woman",No title at all,"It/that, None/avoid pronouns, She/her, They/them (singular they)",
09/02/2015 17:20:34,"Genderqueer, Nonbinary, Trans*, Transmasculine",Mx,"None/avoid pronouns, They/them (singular they), Zie/hir, or some variation thereof",
09/02/2015 17:20:44,"Agender, Androgyne, Genderqueer, Neutral, Neutrois, Nonbinary, Trans, Transgender",Mx,They/them (singular they),
09/02/2015 17:22:44,"Agender, Bigender, Fluid gender/genderfluid, Genderqueer, Neutral, Nonbinary, Third Gender, Trans, Trans*, Transgender, Woman",Mx,They/them (singular they),
09/02/2015 17:23:33,Genderqueer,No title at all,Any,
09/02/2015 17:23:47,"Genderqueer, Man, Nonbinary, Trans, Trans*, Transgender, Genderfucked",Mx,They/them (singular they),
09/02/2015 17:23:51,"Nonbinary, Questioning or unknown",Mx,"He/him, She/her, They/them (singular they)",
09/02/2015 17:23:59,"Agender, Genderqueer, Nonbinary, Transgender",Mx,"She/her, They/them (singular they)",
09/02/2015 17:24:10,Fluid gender/genderfluid,No title at all,Questioning or unknown,
09/02/2015 17:25:27,"Fluid gender/genderfluid, Genderqueer, Man, Questioning or unknown, Gender nonconforming",No title at all,"Any, He/him, They/them (singular they)",
09/02/2015 17:26:12,Woman,No title at all,She/her,
09/02/2015 17:26:14,"Genderqueer, Nonbinary",Mx,"They/them (singular they), i am native dutch (we have no gender neutral pronouns) and speak swedish more often than english, in swedish i prefer hen",
09/02/2015 17:26:56,"Agender, Androgyne, Fluid gender/genderfluid, Genderqueer, Neutral, Nonbinary, Third Gender, Gender-fuck",No title at all,"Co/co, They/them (singular they), Zie/hir, or some variation thereof",
09/02/2015 17:27:14,"Fluid gender/genderfluid, Questioning or unknown, Woman, demigirl",Miss,"She/her, They/them (singular they)",
09/02/2015 17:28:07,"Agender, Fluid gender/genderfluid, Genderqueer, Neutral, Nonbinary",Mx,They/them (singular they),
09/02/2015 17:28:34,"Nonbinary, Questioning or unknown",No title at all,"He/him, She/her, They/them (singular they)",
09/02/2015 17:28:42,"Fluid gender/genderfluid, Genderqueer, Nonbinary, Trans, Transgender",Ind. (short for Individual),"They/them (singular they), Hy/hyr (pronounced like he/her)",
09/02/2015 17:30:03,"Fluid gender/genderfluid, Genderqueer, Trans, Transgender",Mx,"He/him, They/them (singular they)",
09/02/2015 17:31:22,"Androgyne, Bigender, Genderqueer, Nonbinary, Trans, Transgender, Woman",Miss,"She/her, They/them (singular they), Not him, not that",
09/02/2015 17:31:43,"Genderqueer, Nonbinary",Mx,Questioning or unknown,
09/02/2015 17:32:26,"Fluid gender/genderfluid, Nonbinary, Trans*, Transgender",Mx,"Ey/em (Spivak), They/them (singular they), Zie/hir, or some variation thereof",Funny :)
09/02/2015 17:33:08,Genderqueer,No title at all,"They/them (singular they), Zie/hir, or some variation thereof",
09/02/2015 17:33:08,Man,Mx,He/him,"let other countries know that this type of things exists... 
"
09/02/2015 17:33:30,"Agender, Fluid gender/genderfluid, Nonbinary",Mx,They/them (singular they),
09/02/2015 17:35:34,"Agender, Genderqueer, Nonbinary, Questioning or unknown",No title at all,"None/avoid pronouns, They/them (singular they)",
09/02/2015 17:35:35,Genderqueer,No title at all,They/them (singular they),
09/02/2015 17:37:16,Fluid gender/genderfluid,No title at all,Any,
09/02/2015 17:37:25,"Agender, Neutral, Neutrois, Trans*",No title at all,"She/her, They/them (singular they)",
09/02/2015 17:37:36,"Androgyne, Fluid gender/genderfluid, Genderqueer, Man, Nonbinary, Questioning or unknown, Trans, Trans*, Transgender, Woman",No title at all,"Ey/em (Spivak), Questioning or unknown, They/them (singular they), Zie/hir, or some variation thereof",English is not my native language so the pronoun question's answer is every non binary pronoun.
09/02/2015 17:39:41,"Fluid gender/genderfluid, Nonbinary",No title at all,"Ey/em (Spivak), They/them (singular they), Zie/hir, or some variation thereof",
09/02/2015 17:40:11,multi-gendered,No title at all,"s/he, hir or herm",
09/02/2015 17:40:33,"Androgyne, Genderqueer, Nonbinary, Trans*, Femboy",No title at all,They/them (singular they),
09/02/2015 17:41:01,Genderqueer,No title at all,They/them (singular they),
09/02/2015 17:41:04,Agender,No title at all,Any,
09/02/2015 17:41:26,"Fluid gender/genderfluid, Man, Neutral, Nonbinary, Woman",No title at all,Any,
09/02/2015 17:43:58,"Neutral, Nonbinary",No title at all,She/her,
09/02/2015 17:44:14,"Androgyne, Bigender, Genderqueer, Man, Nonbinary, Trans, Transgender",ser (like a knight? i'm not a knight but dang i'd be cool. otherwise no title),"He/him, They/them (singular they), Zie/hir, or some variation thereof",
09/02/2015 17:44:57,Fluid gender/genderfluid,Mx,"They/them (singular they), Zie/hir, or some variation thereof",
09/02/2015 17:45:59,Nonbinary,Pr,They/them (singular they),
09/02/2015 17:46:12,"Genderqueer, Nonbinary, Trans*",Mx,Xe/Xem,
09/02/2015 17:47:09,Nonbinary,"Ideally, I'll have a PhD soon so it can be Dr, but otherwise no title","None/avoid pronouns, They/them (singular they), Zie/hir, or some variation thereof",
09/02/2015 17:48:24,"Genderqueer, Nonbinary, Trans, Transgender, Woman",No title at all,She/her,
09/02/2015 17:49:25,transmasculine,No title at all,They/them (singular they),
09/02/2015 17:49:55,Agender,No title at all,They/them (singular they),
09/02/2015 17:50:12,Agender,No title at all,They/them (singular they),
09/02/2015 17:50:22,transmasculine,No title at all,They/them (singular they),
09/02/2015 17:50:26,"Fluid gender/genderfluid, Genderqueer, Questioning or unknown",No title at all,"Any, None/avoid pronouns, Questioning or unknown",
09/02/2015 17:51:59,"Agender, Genderqueer, Nonbinary, Questioning or unknown",No title at all,"None/avoid pronouns, They/them (singular they)",
09/02/2015 17:54:04,"Agender, Neutral",Mx,"None/avoid pronouns, They/them (singular they)",Great survey ^.^
09/02/2015 17:54:14,"Fluid gender/genderfluid, Genderqueer, Nonbinary","job title, i.e. : professor, educator, welder, etc.","Questioning or unknown, ma'amsir (devised by a friend )",
09/02/2015 17:55:11,Androgyne,No title at all,"He/him, She/her",
09/02/2015 17:56:13,Fluid gender/genderfluid,No title at all,xyna ,"I ([name removed]) did copyright the term xyna as part of my thesis but would be happy if it spreads freely .It is pronounces ex-ee-na and stands for xy (chromosomes) not applicable. When using the possessive, it is xyna's, as in ""Xyna's name is Lee."""
09/02/2015 17:56:45,"Agender, Nonbinary",Mx,It/that,"Thanks. Keep going, okay? "
09/02/2015 17:57:35,Fluid gender/genderfluid,Mr,"He/him, They/them (singular they), Zie/hir, or some variation thereof",
09/02/2015 17:58:10,"Agender, Nonbinary",No title at all,They/them (singular they),
09/02/2015 17:59:07,Human being who wants Legal Gender Recognition,Mrs,She/her,
09/02/2015 17:59:43,Nonbinary,No title at all,Any,This is awesome! I've never heard of something like this before. Thank you! I hope you get the result you are looking for. 
09/02/2015 18:00:19,"Agender, Questioning or unknown",No title at all,Questioning or unknown,
09/02/2015 18:00:28,"Androgyne, Genderqueer, Trans, Transgender",Mr,"He/him, They/them (singular they)",
09/02/2015 18:01:45,"Genderqueer, Nonbinary, Questioning or unknown",No title at all,They/them (singular they),
09/02/2015 18:01:56,Genderqueer,No title at all,They/them (singular they),
09/02/2015 18:02:54,"Genderqueer, Nonbinary, Questioning or unknown, Transgender, Woman",No title at all,"Ey/em (Spivak), She/her, They/them (singular they), Zie/hir, or some variation thereof",
09/02/2015 18:04:50,"Fluid gender/genderfluid, Genderqueer, Nonbinary, Questioning or unknown, Trans*, Transgender",Ms,She/her,"Even though I've listed a lot of transwoman identified answers, while the concept of being a woman feels right to me, I'm still struggling with the identity of being a trans woman and what that means for me in the future."
09/02/2015 18:05:42,"Genderqueer, Neutral, Neutrois, Nonbinary, Trans, Transgender",No title at all,They/them (singular they),
09/02/2015 18:06:50,"Agender, Fluid gender/genderfluid, Neutrois, Nonbinary, Trans*, Transgender",No title at all,"He/him, They/them (singular they)",
09/02/2015 18:08:07,"Genderqueer, Nonbinary, Trans",No title at all,They/them (singular they),
09/02/2015 18:09:59,"Agender, Nonbinary",Misc,Any,
09/02/2015 18:10:07,"Androgyne, Bigender, Fluid gender/genderfluid, Intergender, Nonbinary, Third Gender",,They/them (singular they),
09/02/2015 18:12:58,"Genderqueer, Nonbinary, Trans, Transgender",Mx,They/them (singular they),
09/02/2015 18:14:41,"Genderqueer, Nonbinary, Trans, Transgender",Mx,"He/him, She/her, They/them (singular they)",
09/02/2015 18:14:53,"Nonbinary, Third Gender, Butch",Mx,"Co/co, Ey/em (Spivak), Questioning or unknown, She/her, They/them (singular they), Zie/hir, or some variation thereof",
09/02/2015 18:14:55,"Genderqueer, Nonbinary, Trans, Trans*, Transgender",No title at all,"None/avoid pronouns, She/her",
09/02/2015 18:15:00,Person,No title at all,"They/them is perfect, but my language doesn't have a neutral pronoun.",
09/02/2015 18:16:07,"Agender, Genderqueer, Neutral, Nonbinary, Trans, Transgender",Mx,They/them (singular they),
09/02/2015 18:17:15,Agender,No title at all,They/them (singular they),
09/02/2015 18:19:14,"Man, Nonbinary, Trans, Trans*, Transgender",No title at all,"He/him, They/them (singular they)",
09/02/2015 18:20:32,"Trans, Transgender",Miss,She/her,
09/02/2015 18:26:25,"Agender, Genderqueer, Neutral, Nonbinary, Trans, Transgender",No title at all,"Ey/em (Spivak), They/them (singular they), Zie/hir, or some variation thereof",
09/02/2015 18:26:55,Nonbinary,No title at all,Co/co,
09/02/2015 18:29:08,"Bigender, Genderqueer, Nonbinary, Trans*",No title at all,"He/him, None/avoid pronouns, They/them (singular they)",
09/02/2015 18:29:16,"Agender, Androgyne",Mx,"Ey/em (Spivak), They/them (singular they)",
09/02/2015 18:32:52,"Neutrois, Nonbinary, Transgender",No title at all,"They/them (singular they), ve/ver/vis",
09/02/2015 18:33:11,"Androgyne, Genderqueer, Nonbinary",No title at all,"Ey/em (Spivak), They/them (singular they)",
09/02/2015 18:34:35,Trans,No title at all,"He/him, None/avoid pronouns",
09/02/2015 18:35:41,Fluid gender/genderfluid,Mx,"Any, He/him, She/her",
09/02/2015 18:35:47,"Androgyne, Fluid gender/genderfluid, Neutral, Nonbinary, Questioning or unknown",No title at all,"Any, Ey/em (Spivak), He/him, She/her, Zie/hir, or some variation thereof",
09/02/2015 18:35:52,"Nonbinary, Trans*, Woman",No title at all,"She/her, They/them (singular they)",
09/02/2015 18:36:21,"Fluid gender/genderfluid, Genderqueer, Neutral",Mx,They/them (singular they),
09/02/2015 18:38:24,"Agender, Genderqueer, Neutral, Neutrois, Nonbinary, Trans",No title at all,They/them (singular they),
09/02/2015 18:39:32,Bigender,No title at all,They/them (singular they),
09/02/2015 18:39:43,"Agender, Genderqueer, Questioning or unknown, Woman",No title at all,"None/avoid pronouns, Questioning or unknown, She/her, They/them (singular they)",
09/02/2015 18:48:10,"Neutral, Nonbinary, Trans*",Mx,They/them (singular they),Is this inclusion in the US too?
09/02/2015 18:49:40,"Fluid gender/genderfluid, Nonbinary, Trans, Transgender",Mx,"They/them (singular they), Zie/hir, or some variation thereof",
09/02/2015 18:51:14,"Androgyne, Nonbinary, Trans*",Mx,"He/him, None/avoid pronouns, They/them (singular they)",
09/02/2015 18:51:57,"Androgyne, Fluid gender/genderfluid",No title at all,"He/him, She/her, They/them (singular they)",
09/02/2015 18:53:43,Agender,No title at all,Any,
09/02/2015 18:53:51,"Agender, Androgyne, Fluid gender/genderfluid, Neutral, Questioning or unknown, Woman",No title at all,"Any, None/avoid pronouns, Questioning or unknown, They/them (singular they)",
